# Rime user dictionary
#@/db_name	pinyin_simp
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	345520
#@/user_id	de2906ef-e74d-4ea7-bed0-6466917abe46
a 	啊	c=1163 d=4.67475 t=345520
qin die 	亲爹	c=1 d=1 t=93406
qin jin 	亲近	c=1 d=1 t=287427
qin ju 	芹苴	c=2 d=0.1 t=262144
qin ju shi 	芹苴市	c=1 d=1 t=262145
qin ken 	勤肯	c=1 d=1 t=68036
qin kuai 	勤快	c=2 d=1 t=266346
qin kuang 	亲狂	c=1 d=1 t=38533
qin peng 	亲朋	c=2 d=1 t=326640
qin qi 	亲戚	c=3 d=2.69731 t=153957
qin qie 	亲切	c=1 d=1 t=74760
qin qing 	亲情	c=1 d=1 t=289582
qin ren 	亲人	c=1 d=1 t=258847
qin ru 	侵入	c=2 d=1 t=243479
qin shou 	亲手	c=1 d=1 t=136735
qin wang 	亲王	c=1 d=0.00390694 t=345520
qin wei guan 	秦味观	c=3 d=1 t=306177
qin yan 	亲眼	c=1 d=1 t=199186
qin zi 	亲自	c=4 d=1 t=288826
qing 	庆	c=0 d=0.1 t=46109
qing 	情	c=1 d=1 t=161733
qing 	晴	c=195 d=1.00859 t=344180
qing 	清	c=17 d=0.1 t=326170
qing 	请	c=98 d=1.59394 t=344382
qing 	轻	c=1 d=1 t=264976
qing 	青	c=7 d=0.00640933 t=345520
qing bian 	轻便	c=1 d=1 t=195457
qing cai 	青菜	c=2 d=0.1 t=240598
qing cai bao 	青菜包	c=1 d=1 t=240599
qing chao cai xin 	清炒菜心	c=1 d=1 t=326171
qing cheng 	青成	c=8 d=1 t=250638
qing chu 	清楚	c=52 d=1.00097 t=325300
qing chu 	清除	c=10 d=1.98511 t=162872
qing chuan 	晴川	c=1 d=1 t=12750
qing chun 	青春	c=3 d=1 t=228251
qing dan 	清单	c=229 d=1.01171 t=343905
qing dao 	请到	c=1 d=1 t=107705
qing du 	轻度	c=1 d=1 t=141265
qing dun 	清炖	c=1 d=1 t=125949
qing guan 	清关	c=1 d=1 t=344989
qing he 	庆和	c=2 d=1.96561 t=216662
qing hong si 	青红丝	c=1 d=1 t=92203
qing hua 	清华	c=3 d=2.95551 t=32162
qing jia 	请假	c=50 d=1.23931 t=328017
qing jiao 	请教	c=1 d=1 t=181565
qing jing 	情景	c=2 d=1 t=296409
qing ke 	请客	c=1 d=1 t=270677
qing kong 	清空	c=16 d=1.00009 t=255480
qing kuai 	轻快	c=1 d=1 t=20791
qing kuang 	情况	c=490 d=0.0730807 t=345520
qing lang 	晴朗	c=2 d=1.00403 t=43246
qing li 	清理	c=15 d=1.05585 t=307298
qing liang ji 	轻量级	c=7 d=3.11737 t=25983
qing ling dong lu 	庆菱东路	c=1 d=1 t=46110
qing ming 	清明	c=0 d=0.1 t=345000
qing ming hou 	清明后	c=1 d=1 t=345001
qing nian 	青年	c=1 d=1 t=275326
qing qing 	轻轻	c=2 d=1 t=345072
qing qing chu chu 	清清楚楚	c=4 d=1 t=205596
qing qiu 	请求	c=56 d=0.279431 t=345520
qing se 	青色	c=1 d=1 t=45804
qing shang 	情商	c=1 d=1 t=46045
qing song 	轻松	c=5 d=1 t=164976
qing su 	倾诉	c=1 d=1 t=271844
qing suan 	清算	c=1 d=1 t=311858
qing ta 	请他	c=1 d=1 t=264863
qing tuan 	青团	c=1 d=1 t=183335
qing wei 	轻微	c=1 d=1 t=281213
qing wo 	请我	c=1 d=1 t=183307
qing xi 	清晰	c=15 d=1.93239 t=316668
qing xi 	清洗	c=15 d=0.000152248 t=345520
qing xiang 	倾向	c=4 d=1.90032 t=203476
qing xin 	清新	c=1 d=1 t=126624
qing xing 	情形	c=1 d=1 t=8232
qing xing 	清醒	c=1 d=1 t=297345
qing xu 	情绪	c=3 d=0.0020601 t=345520
qing yan 	青烟	c=2 d=1.92774 t=329259
qing yi 	轻易	c=6 d=1.96236 t=330285
qing zao 	清早	c=1 d=1 t=135887
qing zhu 	庆祝	c=1 d=1 t=270678
qing zong 	青总	c=2 d=1 t=304280
qiong 	穷	c=1 d=1 t=5709
qiu 	求	c=13 d=1.03579 t=332006
qiu 	球	c=2 d=0.000845993 t=345520
qiu 	秋	c=0 d=0.1 t=46110
qiu 	邱	c=20 d=1 t=44344
qiu cheng tong 	邱成桐	c=1 d=1 t=196912
qiu dai 	邱带	c=1 d=1 t=34181
qiu gao qi shuang 	秋高气爽	c=1 d=1 t=273990
qiu jia 	秋假	c=3 d=1 t=263718
qiu jie 	求解	c=1 d=1 t=18944
qiu jin 	囚禁	c=0 d=0.1 t=168429
qiu jin de 	囚禁的	c=1 d=1 t=168430
qiu qu 	求取	c=1 d=1 t=307172
qiu ren 	求人	c=2 d=1.99005 t=97737
qiu sheng 	求生	c=0 d=0.1 t=59399
qiu tao bei lu 	秋涛北路	c=1 d=1 t=46111
qiu tian 	秋天	c=1 d=1 t=238213
qiu ye qiang 	邱叶强	c=25 d=1.83946 t=48419
qiu you 	秋游	c=3 d=1 t=266702
qiu zheng 	求证	c=1 d=1 t=71588
qiu zhi 	求值	c=1 d=1 t=162648
qu 	区	c=49 d=0.0735345 t=345520
qu 	去	c=644 d=3.98039 t=345520
qu 	取	c=338 d=1.84625 t=345099
qu 	娶	c=1 d=0.0884781 t=345520
qu 	曲	c=1 d=1 t=53833
qu 	趣	c=1 d=1 t=314071
qu bie 	区别	c=36 d=1 t=338726
qu bing 	去冰	c=1 d=1 t=341721
qu bu qu 	去不去	c=1 d=1 t=309161
qu cai 	取材	c=0 d=0.1 t=269507
qu chang bu duan 	取长补短	c=1 d=1 t=300544
qu chong 	去重	c=4 d=1 t=263210
qu chu 	去除	c=5 d=1.99501 t=181849
qu chu 	取出	c=1 d=1 t=14591
qu dao 	取到	c=2 d=1 t=239892
qu dao 	渠道	c=36 d=1.10331 t=330652
qu de 	取得	c=12 d=1 t=319069
qu diao 	去掉	c=119 d=1 t=331601
qu diao le 	去掉了	c=1 d=1 t=89738
qu dong 	驱动	c=33 d=0.101626 t=345520
qu dong li 	驱动力	c=1 d=1 t=77385
qu fen 	区分	c=145 d=1 t=341995
qu hao 	区号	c=2 d=1 t=325611
qu hao 	取号	c=1 d=1 t=325648
qu hua 	区划	c=10 d=1 t=280588
qu jian 	区间	c=1 d=1 t=107998
qu jian 	去件	c=2 d=1.99501 t=59746
qu jian 	取件	c=16 d=1 t=340735
qu jian dian 	取件点	c=3 d=1.00003 t=340624
qu kuai 	区块	c=0 d=0.1 t=33570
qu kuai lian 	区块链	c=1 d=1 t=33571
qu lu 	去路	c=1 d=1 t=59906
qu mian 	曲面	c=1 d=1 t=269461
qu ming 	取名	c=4 d=1 t=293301
qu na er 	去哪儿	c=1 d=1 t=318472
qu nian 	去年	c=32 d=1.00028 t=343192
qu nian di 	去年底	c=2 d=1 t=228458
qu nuan 	取暖	c=1 d=1 t=336920
qu she 	取舍	c=1 d=1 t=32573
qu shi 	去世	c=3 d=1 t=199210
qu shi 	趋势	c=52 d=1 t=339733
qu shi tu 	趋势图	c=4 d=1 t=317110
qu shu 	取数	c=12 d=1 t=330801
qu wei 	趣味	c=0 d=0.0028297 t=345520
qu wei shi zu 	趣味十足	c=1 d=0.0284388 t=345520
qu xian 	区县	c=1 d=1 t=323938
qu xian 	曲线	c=7 d=1.00008 t=318936
qu xian shang 	曲线上	c=1 d=1 t=181956
qu xian tu 	曲线图	c=2 d=1 t=221414
qu xiang 	去向	c=1 d=1 t=68213
qu xiao 	取消	c=95 d=8.23115e-05 t=345520
qu yu 	区域	c=94 d=1.00022 t=344885
qu yue 	取悦	c=1 d=1 t=41110
qu zhe 	曲折	c=1 d=1 t=118429
qu zheng 	取整	c=1 d=1 t=9622
qu zheng 	取证	c=3 d=2.43792 t=15513
qu zhi 	取值	c=64 d=1.98511 t=307976
qu zhou 	衢州	c=3 d=1 t=287351
quan 	全	c=127 d=1 t=345009
quan 	券	c=2 d=0.869358 t=345520
quan 	劝	c=4 d=1 t=287363
quan 	圈	c=13 d=1 t=314182
quan 	权	c=15 d=1.00005 t=314136
quan 	泉	c=0 d=0.1 t=52562
quan 	诠	c=1 d=1 t=252591
quan ban 	全班	c=2 d=1 t=321688
quan bei 	全备	c=1 d=1 t=264752
quan biao 	全表	c=7 d=1 t=165302
quan bu 	全部	c=73 d=0.268474 t=345520
quan chang 	全场	c=1 d=1 t=239108
quan cheng 	全程	c=119 d=1 t=339441
quan cheng zhi liang 	全程质量	c=1 d=1 t=284443
quan chu 	全出	c=1 d=1 t=275285
quan chu 	圈出	c=2 d=1 t=291024
quan ding 	全定	c=1 d=1 t=102353
quan dou 	全都	c=9 d=1 t=335706
quan dou shi 	全都是	c=1 d=1 t=310668
quan dui 	全对	c=1 d=1 t=321319
quan dui 	全队	c=2 d=1 t=163326
quan gong jin duan 	全公斤段	c=1 d=1 t=298492
quan guo 	全国	c=14 d=1.95123 t=303107
quan hei 	全黑	c=1 d=1 t=258684
quan heng 	权衡	c=14 d=1 t=184654
quan jia 	全家	c=2 d=1 t=306484
quan ju 	全局	c=26 d=1 t=319409
quan ku 	全库	c=3 d=1 t=290485
quan li 	全力	c=5 d=1.0084 t=302305
quan li 	权利	c=1 d=1 t=211244
quan lian lu 	全链路	c=15 d=1 t=303943
quan liang 	全量	c=65 d=1 t=341213
quan liang shi 	全量是	c=1 d=1 t=305969
quan mao 	全貌	c=2 d=1 t=290993
quan mian 	全面	c=7 d=1 t=277564
quan mian xing 	全面性	c=1 d=1 t=143372
quan ming 	全名	c=1 d=1 t=270144
quan ping 	全屏	c=1 d=1 t=333346
quan qu 	全区	c=2 d=1 t=155264
quan quan 	圈圈	c=1 d=1 t=91563
quan shi 	全是	c=4 d=1 t=269049
quan ti 	全体	c=1 d=1 t=53170
quan wang 	全网	c=10 d=1 t=338571
quan wei 	权威	c=1 d=1 t=43938
quan wei du 	全维度	c=1 d=1 t=180470
quan wen 	全文	c=4 d=1 t=328770
quan wo 	劝我	c=1 d=1 t=281252
quan xi 	全息	c=1 d=1 t=12720
quan xian 	权限	c=476 d=1.12713 t=345520
quan xiang 	全乡	c=1 d=1 t=194272
quan xin 	全新	c=3 d=1 t=201347
quan xin 	全薪	c=2 d=1.91393 t=186738
quan xing 	全行	c=1 d=1 t=107023
quan xuan 	全选	c=1 d=1 t=174452
quan yu 	痊愈	c=1 d=1 t=93792
quan yuan 	全员	c=4 d=1 t=282320
quan yue 	全月	c=1 d=1 t=177716
quan zai 	诠在	c=11 d=1 t=261961
quan ze 	权责	c=1 d=1 t=314562
quan zhi 	全职	c=7 d=1.83946 t=253019
quan zhong 	权重	c=17 d=9.53892 t=297657
quan zhou qi 	全周期	c=1 d=1 t=162125
quan zi 	圈子	c=1 d=1 t=100496
quan zu 	全组	c=3 d=1.00008 t=203381
que 	却	c=6 d=0.00755912 t=345520
que 	确	c=3 d=1 t=218787
que 	缺	c=56 d=1 t=341742
que 	雀	c=0 d=0.1 t=34879
que bao 	确保	c=30 d=1 t=340998
que dian 	缺点	c=3 d=1 t=258232
que diao 	缺掉	c=1 d=1 t=181672
que ding 	确定	c=441 d=1.38601 t=345374
que fa 	缺乏	c=9 d=1 t=290571
que fen 	缺分	c=1 d=1 t=109329
que kai 	缺开	c=1 d=1 t=316808
que kou 	缺口	c=1 d=1 t=279101
que qie 	确切	c=2 d=1 t=308770
que ren 	确认	c=553 d=1.28262 t=345520
que ren biao 	确认表	c=1 d=1 t=77734
que ren hui 	确认会	c=1 d=1 t=152627
que ruan 	缺软	c=1 d=1 t=21256
que shao 	缺少	c=41 d=1.99501 t=339409
que sheng 	缺省	c=1 d=1 t=285117
que shi 	确实	c=115 d=1.79787 t=343481
que shi 	缺失	c=35 d=1 t=340787
que shi de 	缺失的	c=1 d=1 t=6007
que xian 	缺陷	c=2 d=1.00013 t=171718
que yang 	缺氧	c=1 d=1 t=148049
que yao 	却要	c=1 d=1 t=48128
que you 	却又	c=1 d=1 t=324382
que zhe ge 	缺这个	c=1 d=1 t=88068
que zhen 	确诊	c=1 d=1 t=266774
que zhi biao 	缺指标	c=1 d=1 t=324598
qun 	群	c=102 d=1.79994 t=344331
qun li 	群里	c=21 d=1 t=345269
qun liao 	群聊	c=2 d=1.06126 t=259564
qun liao ban 	群聊版	c=2 d=1.40252 t=259649
qun ti 	群体	c=1 d=1 t=45998
qun zai 	群仔	c=1 d=1 t=174677
qun zu 	群组	c=1 d=1 t=201560
ran 	然	c=8 d=1 t=287037
ran 	燃	c=1 d=1 t=144087
ran er 	然而	c=1 d=1 t=18016
ran fang 	燃放	c=1 d=1 t=153982
ran hao 	然好	c=1 d=1 t=117969
ran hou 	然后	c=245 d=0.233671 t=345520
ran liao 	燃料	c=1 d=1 t=300817
ran qi 	燃气	c=1 d=0.018043 t=345520
ran se 	染色	c=1 d=1 t=228711
ran shao 	燃烧	c=1 d=1 t=255904
ran you 	燃油	c=1 d=1 t=309897
rang 	让	c=334 d=0.0972957 t=345520
rang bu 	让步	c=1 d=1 t=282855
rang hou 	让后	c=2 d=1 t=236778
rang ni 	让你	c=3 d=1 t=300686
rang ren 	让人	c=5 d=1 t=302833
rang ta 	让他	c=1 d=1 t=176739
rang ta 	让她	c=1 d=1 t=232518
rang ta 	让它	c=1 d=1 t=266411
rang wan 	让完	c=1 d=1 t=108102
rang wang 	让忘	c=1 d=1 t=311164
rang wo 	让我	c=11 d=1.00129 t=314692
rang wo men 	让我们	c=2 d=1 t=52005
rao 	绕	c=6 d=1 t=287910
rao 	饶	c=2 d=1 t=105496
rao dao 	绕道	c=5 d=1.93707 t=223246
rao guo 	绕过	c=5 d=1 t=335307
rao luan 	扰乱	c=2 d=1.956 t=188319
rao shu 	饶恕	c=1 d=1 t=148765
re 	惹	c=4 d=1 t=326663
re 	热	c=26 d=1 t=327286
re bu shu 	热部署	c=1 d=1 t=88292
re de 	惹得	c=1 d=1 t=201190
re dian 	热点	c=2 d=1 t=187724
re du 	热度	c=1 d=1 t=187690
re hu hu 	热呼呼	c=1 d=1 t=157724
re li 	热力	c=1 d=1 t=141768
re men 	热门	c=2 d=1 t=250192
re ming 	热名	c=1 d=1 t=250191
re nao 	热闹	c=3 d=1 t=326486
re qi 	热气	c=1 d=1 t=329449
re re 	热热	c=1 d=1 t=297289
re shui 	热水	c=7 d=1 t=266720
re shui qi 	热水器	c=1 d=1 t=336919
re tu 	热土	c=2 d=1 t=231697
re tu ran 	热突然	c=1 d=1 t=230209
re xian 	热线	c=1 d=1 t=127226
re xin 	热心	c=2 d=1 t=221766
ren 	人	c=620 d=0.493059 t=345520
ren 	仁	c=7 d=0.1 t=312801
ren 	任	c=5 d=1 t=239110
ren 	忍	c=5 d=1 t=270968
ren 	认	c=1 d=1 t=182290
ren bao 	人保	c=1 d=1 t=164305
ren bu zhu 	忍不住	c=1 d=1 t=311050
ren cai 	人才	c=2 d=1 t=151735
ren che chang 	人车场	c=2 d=1.97531 t=329630
ren dai 	韧带	c=1 d=1 t=109605
ren ding 	认定	c=1 d=1 t=140529
ren dou 	人都	c=2 d=1 t=329088
ren duo 	人多	c=1 d=1 t=263267
ren er 	人儿	c=1 d=1 t=229624
ren fan zi 	人贩子	c=1 d=1 t=220633
ren gen ren 	人跟人	c=1 d=1 t=266807
ren gong 	人工	c=38 d=1.94176 t=337221
ren gong ke fu 	人工客服	c=1 d=1 t=224389
ren he 	任何	c=41 d=1 t=342543
ren he biao 	任何表	c=1 d=1 t=230977
ren jia 	人家	c=26 d=1 t=345294
ren jie pian 	人界篇	c=1 d=1 t=339842
ren jiu 	人就	c=1 d=1 t=279798
ren jun 	人均	c=6 d=1 t=215429
ren ke 	认可	c=7 d=0.000197455 t=345520
ren lai 	人来	c=1 d=1 t=95078
ren lei 	人类	c=4 d=1 t=187663
ren li 	人力	c=11 d=2.48664 t=339431
ren lian 	人脸	c=2 d=1 t=303408
ren ling 	认领	c=1 d=1 t=254037
ren liu 	人流	c=1 d=1 t=213520
ren men 	人们	c=9 d=1 t=329116
ren min 	人民	c=3 d=1 t=303073
ren min bi 	人民币	c=19 d=1 t=343167
ren ming 	人名	c=1 d=1 t=342890
ren ming 	任命	c=2 d=1 t=342889
ren nao 	人脑	c=1 d=1 t=241150
ren qi 	人气	c=1 d=1 t=52459
ren qing 	人情	c=2 d=1 t=143784
ren qun 	人群	c=7 d=1 t=295937
ren ren 	人人	c=4 d=2.58353 t=128287
ren ren zhen zhen 	认认真真	c=1 d=1 t=102689
ren rou 	人肉	c=5 d=1 t=337214
ren shang 	人上	c=1 d=1 t=286061
ren shao 	人少	c=1 d=1 t=133194
ren shei 	人谁	c=2 d=1 t=300695
ren sheng 	人生	c=10 d=0.000370744 t=345520
ren shi 	人事	c=4 d=1 t=340205
ren shi 	认识	c=22 d=1 t=306979
ren shi ni 	认识你	c=1 d=1 t=295200
ren shou 	人手	c=5 d=1 t=258078
ren shou 	忍受	c=3 d=0.000150733 t=345520
ren shu 	人数	c=37 d=1 t=325742
ren shu he 	人数和	c=1 d=1 t=215451
ren tong 	认同	c=4 d=1 t=174896
ren wei 	人为	c=2 d=1 t=266912
ren wei 	认为	c=96 d=0.140858 t=345520
ren wu 	人物	c=4 d=0.00486835 t=345520
ren wu 	任务	c=816 d=3.72632 t=344893
ren wu dan 	任务单	c=26 d=1 t=269182
ren wu hua 	任务化	c=1 d=1 t=316355
ren wu liang 	任务量	c=1 d=1 t=165162
ren wu shi li biao 	任务实例表	c=1 d=1 t=294786
ren wu shu 	任务数	c=1 d=1 t=301294
ren wu yi 	任务一	c=2 d=1.99005 t=317329
ren wu zhong 	任务中	c=1 d=1 t=89251
ren xiao 	人效	c=20 d=2.00517 t=316931
ren xing 	人性	c=2 d=1 t=279790
ren xing 	任性	c=2 d=1 t=249967
ren xuan 	任选	c=1 d=1 t=107182
ren ye 	人也	c=2 d=1 t=253123
ren yi 	任意	c=21 d=1 t=345359
ren yu 	人与	c=1 d=1 t=342517
ren yuan 	人员	c=113 d=1.00064 t=343988
ren zai 	人在	c=1 d=1 t=254501
ren zhang 	人账	c=1 d=1 t=306019
ren zhang he yi 	人账合一	c=1 d=1 t=305962
ren zhe ai ren 	仁者爱人	c=1 d=1 t=312802
ren zhen 	认真	c=4 d=1 t=109135
ren zheng 	认证	c=99 d=0.0218381 t=345520
ren zhi 	认知	c=10 d=1 t=319419
reng 	仍	c=9 d=1.00007 t=283095
reng 	扔	c=4 d=1 t=270962
reng ran 	仍然	c=2 d=1 t=345102
reng wei 	仍未	c=1 d=1 t=312371
ri 	日	c=487 d=1.00278 t=343881
ri bao 	日报	c=94 d=1 t=339984
ri bao biao 	日报表	c=1 d=1 t=164772
ri ben 	日本	c=1 d=1 t=128266
ri chang 	日常	c=82 d=1.0004 t=344902
ri cheng 	日程	c=1 d=1 t=270779
ri chi 	日吃	c=1 d=1 t=2738
ri chu jian liang 	日出件量	c=1 d=1 t=13152
ri du 	日度	c=2 d=1.00212 t=263874
ri fan kui 	日反馈	c=18 d=1 t=330752
ri fu pan 	日复盘	c=11 d=1 t=342647
ri gen jin 	日跟进	c=7 d=1 t=284811
ri ji 	日记	c=8 d=2.81757 t=133159
ri ji ben 	日记本	c=1 d=1 t=133063
ri jin du 	日进度	c=3 d=1 t=341733
ri ju 	日剧	c=1 d=0.00108628 t=345520
ri jun 	日均	c=28 d=1.26128 t=282928
ri ke biao 	日课表	c=1 d=1 t=87562
ri li 	日历	c=8 d=1 t=345466
ri qi 	日期	c=277 d=1 t=344761
ri qi de 	日期的	c=1 d=1 t=223007
ri qi zi fu chuan 	日期字符串	c=2 d=1.67032 t=158472
ri qing 	日庆	c=4 d=1 t=38327
ri qu 	日趋	c=1 d=1 t=204737
ri shai 	日晒	c=1 d=1 t=43081
ri shi 	日式	c=1 d=1 t=143233
ri sun yi 	日损益	c=4 d=1 t=307806
ri ye 	日夜	c=1 d=1 t=57972
ri yu 	日语	c=1 d=0.00110822 t=345520
ri zhe wei 	日这位	c=1 d=1 t=149112
ri zhi 	日志	c=224 d=1 t=341740
ri zhi biao 	日志表	c=1 d=1 t=68582
ri zhi fu wu qi 	日志服务器	c=1 d=1 t=105939
ri zhi xing 	日志型	c=1 d=1 t=42998
ri zhi xing 	日志性	c=1 d=1 t=37973
ri zi 	日子	c=10 d=1 t=326653
ri zuo 	日做	c=1 d=1 t=182226
rong 	容	c=2 d=1 t=66473
rong 	溶	c=0 d=0.1 t=281724
rong cuo 	容错	c=1 d=1 t=292234
rong cuo xing 	容错性	c=1 d=1 t=21853
rong duan 	融断	c=10 d=1 t=187240
rong he 	融合	c=7 d=1 t=83932
rong hua 	融化	c=1 d=1 t=166266
rong liang 	容量	c=9 d=1 t=313318
rong na 	容纳	c=1 d=1 t=247115
rong qi 	容器	c=56 d=0.00258914 t=345520
rong qi hua 	容器化	c=10 d=1 t=305913
rong qi ming 	容器名	c=1 d=1 t=17170
rong qi nei 	容器内	c=1 d=1 t=154531
rong qia 	融洽	c=4 d=1.00204 t=301702
rong ren 	容忍	c=10 d=1.00122 t=270495
rong ru 	融入	c=4 d=0.00514361 t=345520
rong wu 	容无	c=1 d=1 t=331086
rong xing 	荣幸	c=1 d=1 t=51905
rong ye 	溶液	c=0 d=0.1 t=281721
rong yi 	容易	c=96 d=0.000173384 t=345520
rong yi de 	容易地	c=2 d=1 t=154528
rong yi du 	容易度	c=1 d=1 t=110666
rong yi zhao 	容易找	c=1 d=1 t=30506
rong yu 	冗余	c=16 d=1 t=331093
rong yu 	荣誉	c=2 d=1 t=35640
rong yu du 	冗余度	c=1 d=1 t=182026
rong zai 	容灾	c=1 d=1 t=50160
rong zi 	融资	c=2 d=1 t=282369
rou 	揉	c=2 d=1.57695 t=345164
rou 	肉	c=15 d=5.21308 t=329431
rou bao 	肉包	c=1 d=1 t=240604
rou bing 	肉饼	c=2 d=1 t=313775
rou jiang 	肉酱	c=1 d=0.826959 t=345520
rou mo 	肉末	c=2 d=1.90937 t=42179
rou pian 	肉片	c=1 d=1 t=161283
rou yan 	肉眼	c=3 d=1 t=182162
ru 	乳	c=2 d=1 t=305649
ru 	入	c=48 d=0.0119742 t=345520
ru 	如	c=228 d=2.03195 t=344876
ru biao 	如表	c=1 d=1 t=247503
ru can 	入参	c=20 d=1 t=332254
ru ci 	如此	c=12 d=0.0453597 t=345520
ru dong 	入冬	c=1 d=1 t=293613
ru dong 	蠕动	c=1 d=1 t=32702
ru gu 	入股	c=1 d=1 t=307821
ru guo 	如果	c=369 d=0.233761 t=345520
ru guo you 	如果有	c=1 d=1 t=332916
ru he 	如何	c=221 d=1.00779 t=345520
ru hou 	如后	c=1 d=1 t=187810
ru jin 	如今	c=1 d=1 t=321754
ru jing 	入境	c=2 d=1.00001 t=250224
ru kou 	入口	c=38 d=1 t=331883
ru kou chu 	入口处	c=1 d=1 t=101159
ru ku 	入库	c=5 d=1 t=124817
ru lai 	如来	c=1 d=1 t=2413
ru lie 	入列	c=1 d=1 t=44238
ru mei 	如没	c=1 d=1 t=26974
ru men 	入门	c=24 d=0.106992 t=345520
ru men zhi nan 	入门指南	c=1 d=1 t=36306
ru qi 	如期	c=3 d=1 t=306681
ru qin 	入侵	c=1 d=1 t=327268
ru shang 	如上	c=2 d=1 t=127807
ru shi 	如实	c=1 d=1 t=303491
ru shou 	入手	c=1 d=1 t=135730
ru suan 	乳酸	c=0 d=0.1 t=268437
ru suan jun 	乳酸菌	c=1 d=1 t=268438
ru tu 	如图	c=1 d=1 t=282607
ru wang 	入网	c=151 d=1 t=335138
ru wang biao 	入网表	c=1 d=1 t=73440
ru wang fei 	入网费	c=4 d=1.99005 t=317153
ru wang liang 	入网量	c=4 d=1.99501 t=335878
ru wang qian 	入网前	c=1 d=1 t=295837
ru wang ri 	入网日	c=3 d=1 t=310996
ru wu 	如无	c=3 d=1 t=330607
ru xia 	入夏	c=1 d=1 t=44970
ru xia 	如下	c=110 d=1 t=344596
ru xuan 	入选	c=1 d=1 t=114391
ru xue 	入学	c=1 d=1 t=88012
ru yue 	如约	c=1 d=1 t=163306
ru zhang 	入账	c=4 d=1 t=158070
ru zhe ge 	如这个	c=1 d=1 t=294709
ru zhi 	入职	c=17 d=2.67306 t=151725
ruan 	软	c=6 d=1 t=238021
ruan 	阮	c=1 d=1 t=30520
ruan jian 	软件	c=37 d=1 t=345321
ruan jie 	阮节	c=1 d=1 t=34948
rui jian 	锐减	c=1 d=1 t=26667
rui zhi 	睿智	c=1 d=1 t=269078
run hua ji 	润滑剂	c=1 d=1 t=47499
run nian 	润年	c=1 d=1 t=256941
ruo 	弱	c=10 d=1 t=293058
ruo 	若	c=4 d=1 t=312798
ruo bu 	若不	c=1 d=1 t=162301
ruo dian 	弱电	c=2 d=1.94195 t=43199
ruo dian xiang 	弱电箱	c=2 d=1.63445 t=43187
ruo gan 	若干	c=3 d=1.97045 t=250349
ruo gan duan 	若干段	c=1 d=1 t=208961
ruo hua 	弱化	c=4 d=1 t=308730
ruo yi 	弱一	c=1 d=1 t=197963
ruo yin ruo xian 	若隐若现	c=1 d=1 t=326437
ruo zhe 	弱者	c=1 d=1 t=186982
sa 	仨	c=9 d=1 t=341577
sa 	撒	c=2 d=1 t=314326
sa 	洒	c=1 d=1 t=329290
sai 	塞	c=7 d=1 t=300787
sai 	赛	c=1 d=1 t=338642
sai ban 	塞班	c=0 d=0.1 t=208897
sai ban dao 	塞班岛	c=1 d=1 t=208898
sai dao 	塞到	c=1 d=1 t=94047
sai rou 	塞肉	c=1 d=1 t=252697
sai zai 	塞在	c=1 d=1 t=118225
san 	三	c=121 d=0.476761 t=345520
san 	伞	c=1 d=1 t=153275
san 	散	c=8 d=1.98511 t=308482
san ba 	三坝	c=1 d=1 t=266550
san bai 	三百	c=1 d=1 t=178483
san bing si tong 	三病四痛	c=1 d=1 t=132245
san bu 	散步	c=2 d=1 t=177621
san bu fen 	三部分	c=2 d=1.91393 t=328404
san bu qu 	三部曲	c=2 d=1 t=226789
san chang 	散场	c=1 d=1 t=198408
san chang qu 	散场曲	c=1 d=1 t=12613
san chu 	三处	c=1 d=1 t=260067
san ci 	三次	c=12 d=1.92312 t=341433
san da 	三大	c=1 d=1 t=303843
san deng 	三等	c=1 d=1 t=318251
san duan 	三段	c=2 d=1 t=235898
san duan ma 	三段码	c=10 d=1 t=192090
san dun 	三墩	c=18 d=1 t=340358
san dun di tie zhan 	三墩地铁站	c=1 d=1 t=196765
san dun pai chu suo 	三墩派出所	c=1 d=1 t=139579
san dun xiao xue 	三墩小学	c=6 d=1 t=340370
san dun yi yuan 	三墩医院	c=1 d=1 t=188841
san duo jiao 	三跺脚	c=1 d=1 t=147980
san fa 	散发	c=2 d=1 t=329317
san fan 	三番	c=1 d=1 t=273648
san fang 	三方	c=11 d=1 t=268032
san fen 	三分	c=1 d=0.1 t=289852
san fen tang 	三分糖	c=1 d=1 t=289853
san fen zhong 	三分钟	c=1 d=1 t=326506
san ge 	三个	c=84 d=1 t=339330
san ge ren 	三个人	c=3 d=1 t=318548
san ge yue 	三个月	c=3 d=1 t=340252
san gen 	三根	c=1 d=1 t=43233
san guang 	散光	c=1 d=1 t=187016
san guo 	三国	c=4 d=1 t=334006
san hao 	三好	c=1 d=1 t=30092
san huo 	散伙	c=2 d=1.00508 t=51280
san huo fan 	散伙饭	c=9 d=1 t=93313
san ji 	三级	c=7 d=1 t=288742
san jian 	散件	c=9 d=1.00075 t=310220
san jiao 	三角	c=1 d=1 t=220903
san jiao jia 	三脚架	c=1 d=1 t=40920
san ke 	散客	c=4 d=1 t=282663
san lei 	三类	c=6 d=1 t=263925
san lou 	三楼	c=1 d=1 t=161298
san luan 	散乱	c=2 d=1 t=204060
san lun 	三轮	c=1 d=1 t=258118
san lun che 	三轮车	c=1 d=1 t=258077
san luo 	散落	c=5 d=1 t=294087
